chr	start	end	true_admixture
HanXRQChr01	0	1000000	0.122
HanXRQChr01	1000000	2000000	0.110294117647059
HanXRQChr01	2000000	3000000	0.913008130081301
HanXRQChr01	3000000	4000000	0.938181818181818
HanXRQChr01	4000000	5000000	0.960999999999999
HanXRQChr01	5000000	6000000	0.367045454545454
HanXRQChr01	6000000	7000000	0.266233766233766
HanXRQChr01	7000000	8000000	0.180882352941175
HanXRQChr01	8000000	9000000	0.391525423728813
HanXRQChr01	9000000	10000000	0.323529411764701
HanXRQChr01	10000000	11000000	0.496511627906977
HanXRQChr01	11000000	12000000	0.137142857142857
HanXRQChr01	12000000	13000000	0.323333333333333
HanXRQChr01	13000000	14000000	1
HanXRQChr01	14000000	15000000	0.999999999999998
HanXRQChr01	15000000	16000000	0.999999999999997
HanXRQChr01	16000000	17000000	1
HanXRQChr01	17000000	18000000	1
HanXRQChr01	18000000	19000000	1
HanXRQChr01	19000000	20000000	1
HanXRQChr01	20000000	21000000	1
HanXRQChr01	21000000	22000000	0.999999999999999
HanXRQChr01	22000000	23000000	1
HanXRQChr01	23000000	24000000	0.999999999999999
HanXRQChr01	24000000	25000000	1
HanXRQChr01	25000000	26000000	1
HanXRQChr01	26000000	27000000	0.999999999999999
HanXRQChr01	27000000	28000000	0.999999999999999
HanXRQChr01	28000000	29000000	1
HanXRQChr01	29000000	30000000	0.999999999999998
HanXRQChr01	30000000	31000000	1
HanXRQChr01	31000000	32000000	1
HanXRQChr01	32000000	33000000	1
HanXRQChr01	33000000	34000000	1
HanXRQChr01	34000000	35000000	1
HanXRQChr01	35000000	36000000	1
HanXRQChr01	36000000	37000000	1
HanXRQChr01	37000000	38000000	1
HanXRQChr01	38000000	39000000	1
HanXRQChr01	39000000	40000000	1
HanXRQChr01	40000000	41000000	0.999999999999999
HanXRQChr01	41000000	42000000	1
HanXRQChr01	42000000	43000000	0.777777777777762
HanXRQChr01	43000000	44000000	0.580000000000001
HanXRQChr01	44000000	45000000	0
HanXRQChr01	45000000	46000000	0
HanXRQChr01	46000000	47000000	0
HanXRQChr01	47000000	48000000	0
HanXRQChr01	48000000	49000000	0
HanXRQChr01	49000000	50000000	0
HanXRQChr01	50000000	51000000	0
HanXRQChr01	51000000	52000000	0.534999999999999
HanXRQChr01	52000000	53000000	0.919047619047621
HanXRQChr01	53000000	54000000	0.999999999999999
HanXRQChr01	54000000	55000000	1
HanXRQChr01	55000000	56000000	0.999999999999999
HanXRQChr01	56000000	57000000	1
HanXRQChr01	57000000	58000000	1
HanXRQChr01	58000000	59000000	0.81774193548387
HanXRQChr01	59000000	60000000	0.881818181818183
HanXRQChr01	60000000	61000000	0.948571428571428
HanXRQChr01	61000000	62000000	0.977027027027028
HanXRQChr01	62000000	63000000	0.5075
HanXRQChr01	63000000	64000000	0.112195121951218
HanXRQChr01	64000000	65000000	0
HanXRQChr01	65000000	66000000	0
HanXRQChr01	66000000	67000000	0.489795918367342
HanXRQChr01	67000000	68000000	0
HanXRQChr01	68000000	69000000	0
HanXRQChr01	69000000	70000000	0
HanXRQChr01	70000000	71000000	0.387499999999998
HanXRQChr01	71000000	72000000	0.540350877192982
HanXRQChr01	72000000	73000000	0
HanXRQChr01	73000000	74000000	0
HanXRQChr01	74000000	75000000	0.156896551724139
HanXRQChr01	75000000	76000000	0.422033898305083
HanXRQChr01	76000000	77000000	0.832758620689659
HanXRQChr01	77000000	78000000	0.477586206896552
HanXRQChr01	78000000	79000000	0
HanXRQChr01	79000000	80000000	0.510714285714283
HanXRQChr01	80000000	81000000	0.790740740740735
HanXRQChr01	81000000	82000000	1
HanXRQChr01	82000000	83000000	0.205769230769229
HanXRQChr01	83000000	84000000	0.0224489795918351
HanXRQChr01	84000000	85000000	0.317021276595747
HanXRQChr01	85000000	86000000	0.340909090909087
HanXRQChr01	86000000	87000000	0
HanXRQChr01	87000000	88000000	0
HanXRQChr01	88000000	89000000	0
HanXRQChr01	89000000	90000000	0
HanXRQChr01	90000000	91000000	0
HanXRQChr01	91000000	92000000	0
HanXRQChr01	92000000	93000000	0
HanXRQChr01	93000000	94000000	0
HanXRQChr01	94000000	95000000	0
HanXRQChr01	95000000	96000000	0.400000000000003
HanXRQChr01	96000000	97000000	0.99285714285716
HanXRQChr01	97000000	98000000	0.999999999999997
HanXRQChr01	98000000	99000000	1
HanXRQChr01	99000000	100000000	1
HanXRQChr01	100000000	101000000	0.904081632652873
HanXRQChr01	101000000	102000000	0.847826086956583
HanXRQChr01	102000000	103000000	1
HanXRQChr01	103000000	104000000	1
HanXRQChr01	104000000	105000000	1
HanXRQChr01	105000000	106000000	1
HanXRQChr01	106000000	107000000	1
HanXRQChr01	107000000	108000000	0.999999999999999
HanXRQChr01	108000000	109000000	1
HanXRQChr01	109000000	110000000	0.999999999999999
HanXRQChr01	110000000	111000000	1
HanXRQChr01	111000000	112000000	1
HanXRQChr01	112000000	113000000	0.999999999999999
HanXRQChr01	113000000	114000000	1
HanXRQChr01	114000000	115000000	1
HanXRQChr01	115000000	116000000	0.870833333333339
HanXRQChr01	116000000	117000000	0.999999999999997
HanXRQChr01	117000000	118000000	0.274999999999986
HanXRQChr01	118000000	119000000	0
HanXRQChr01	119000000	120000000	0
HanXRQChr01	120000000	121000000	0
HanXRQChr01	121000000	122000000	0
HanXRQChr01	122000000	123000000	0.779032258064535
HanXRQChr01	123000000	124000000	0.86111111111112
HanXRQChr01	124000000	125000000	0.0743589743589739
HanXRQChr01	125000000	126000000	0.675000000000002
HanXRQChr01	126000000	127000000	0.578571428571435
HanXRQChr01	127000000	128000000	0.516981132075466
HanXRQChr01	128000000	129000000	1
HanXRQChr01	129000000	130000000	0.999999999999999
HanXRQChr01	130000000	131000000	0.388571428571424
HanXRQChr01	131000000	132000000	0.97105263157895
HanXRQChr01	132000000	133000000	0.613414634146347
HanXRQChr01	133000000	134000000	0.228089887640445
HanXRQChr01	134000000	135000000	0
HanXRQChr01	135000000	136000000	0.313461538461532
HanXRQChr01	136000000	137000000	0
HanXRQChr01	137000000	138000000	0.0157024793388475
HanXRQChr01	138000000	139000000	0.346969696969701
HanXRQChr01	139000000	140000000	0.0460992907801402
HanXRQChr01	140000000	141000000	0
HanXRQChr01	141000000	142000000	0.407317073170731
HanXRQChr01	142000000	143000000	0.615624999999994
HanXRQChr01	143000000	144000000	0.385904255319149
HanXRQChr01	144000000	145000000	0.855721393034825
HanXRQChr01	145000000	146000000	0.277570093457944
HanXRQChr01	146000000	147000000	0.517030567685587
HanXRQChr01	147000000	148000000	0.877868852459015
HanXRQChr01	148000000	149000000	0.974903474903477
HanXRQChr01	149000000	150000000	0.932363636363636
HanXRQChr01	150000000	151000000	0.340549828178692
HanXRQChr01	151000000	152000000	0.428733766233767
HanXRQChr01	152000000	153000000	0.564723926380365
HanXRQChr02	0	1000000	0
HanXRQChr02	1000000	2000000	0.648993288590604
HanXRQChr02	2000000	3000000	0.717006802721089
HanXRQChr02	3000000	4000000	0.716319444444444
HanXRQChr02	4000000	5000000	0.513732394366197
HanXRQChr02	5000000	6000000	0.78525179856115
